WigleWifi-1.4,appRelease=2.26,model=SM-G950F,release=7.0,device=dreamlte,display=NRD90M.G950FXXU1AQJ5,board=universal8895,CurrentLongitude,brand=samsung,,
,,,01/12/2017 10:58,,,32.17070417,34.81268528,29.69492282,,
,,,01/12/2017 11:00,,,32.17047604,34.81257716,29.67313485,,
,,,01/12/2017 10:50,,,32.17244003,34.81291471,31.60427366,,
,,,01/12/2017 11:00,,,32.17113625,34.8128728,29.31988022,,
,,,01/12/2017 11:00,,,32.17005165,34.81239779,29.97798054,,
,,,01/12/2017 10:58,,,32.1710679,34.81350325,28.86661464,,
,,,01/12/2017 10:57,,,32.16878953,34.81154567,26.88545622,,
,,,01/12/2017 10:49,,,32.17228483,34.8140369,30.59005383,,
,,,01/12/2017 10:59,,,32.17024205,34.81353312,29.09677085,,
,,,01/12/2017 10:55,,,32.16917019,34.81066503,28.81036798,,
,,,01/12/2017 10:50,,,32.17042201,34.81120541,30.64808759,,
,,,01/12/2017 10:57,,,32.16957209,34.81340832,27.26150168,,
,,,01/12/2017 10:50,,,32.17005339,34.81099874,30.62659342,,
,,,01/12/2017 10:58,,,32.17010133,34.81351418,29.07004588,,
,,,01/12/2017 10:55,,,32.16935941,34.81072496,29.15701324,,
,,,01/12/2017 10:51,,,32.16949135,34.81077185,30.41870876,,
,,,01/12/2017 10:57,,,32.16955478,34.8132389,27.21083045,,
,,,01/12/2017 10:58,,,32.17026749,34.81278322,29.01368771,,
,,,01/12/2017 10:58,,,32.1706183,34.81359507,29.5231819,,
,,,01/12/2017 10:59,,,32.17112265,34.8133483,30.37432785,,
,,,01/12/2017 10:59,,,32.17050413,34.81360831,29.49532063,,
,,,01/12/2017 10:49,,,32.17230734,34.81387686,30.93962047,,
,,,01/12/2017 10:58,,,32.17042884,34.81356388,29.62614995,,
,,,01/12/2017 10:58,,,32.17042884,34.81356388,29.62614995,,
,,,01/12/2017 10:57,,,32.1695732,34.81303395,27.28515093,,
,,,01/12/2017 10:59,,,32.17030296,34.81249259,30.93270635,,
,,,01/12/2017 10:49,,,32.17225088,34.81436692,25.86914313,,
,,,01/12/2017 10:58,,,32.1706183,34.81359507,29.5231819,,
,,,01/12/2017 10:50,,,32.17061251,34.81130192,30.49189809,,
,,,01/12/2017 10:59,,,32.17030758,34.81358035,29.23477072,,
,,,01/12/2017 10:57,,,32.1688377,34.81174537,26.96056003,,
,,,01/12/2017 10:49,,,32.17220926,34.8144483,15.37643594,,
,,,01/12/2017 11:00,,,32.16956689,34.81220666,29.98470751,,
,,,01/12/2017 10:57,,,32.16927107,34.81201045,27.21999505,,
,,,01/12/2017 10:57,,,32.16909113,34.81193255,27.16529272,,
,,,01/12/2017 10:51,,,32.16935941,34.81072496,30.40808363,,
,,,01/12/2017 10:58,,,32.17070417,34.81268528,29.69492282,,
,,,01/12/2017 10:55,,,32.16917019,34.81066503,28.81036798,,
,,,01/12/2017 11:00,,,32.17065403,34.81268553,29.21502011,,
,,,01/12/2017 11:00,,,32.17047604,34.81257716,29.67313485,,
,,,01/12/2017 10:58,,,32.1710679,34.81350325,28.86661464,,
,,,01/12/2017 10:57,,,32.16878254,34.81061687,27.49950646,,
,,,01/12/2017 11:00,,,32.169817,34.81230905,29.98143137,,
,,,01/12/2017 11:00,,,32.17047604,34.81257716,29.67313485,,
,,,01/12/2017 10:50,,,32.17252252,34.81247912,31.6513231,,
,,,01/12/2017 10:58,,,32.17010133,34.81351418,29.07004588,,
,,,01/12/2017 11:01,,,32.17235934,34.81383248,31.35812287,,
,,,01/12/2017 10:57,,,32.16957209,34.81340832,27.26150168,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,01/12/2017 10:50,,,32.17248382,34.81269385,31.65514378,,
,,,01/12/2017 10:49,,,32.17218268,34.81446402,13.65040889,,
,,,01/12/2017 10:58,,,32.17042884,34.81356388,29.62614995,,
,,,01/12/2017 10:59,,,32.16964554,34.81219884,30.62408959,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,01/12/2017 10:57,,,32.16943683,34.81208526,27.28688923,,
,,,01/12/2017 10:58,,,32.1706183,34.81359507,29.5231819,,
,,,01/12/2017 11:01,,,32.17221892,34.81300884,30.49784498,,
,,,01/12/2017 10:58,,,32.17026749,34.81278322,29.01368771,,
,,,01/12/2017 10:57,,,32.1688377,34.81174537,26.96056003,,
,,,01/12/2017 10:51,,,32.16935941,34.81072496,30.28296495,,
,,,01/12/2017 10:58,,,32.17025407,34.81353708,29.46734906,,
,,,01/12/2017 10:53,,,32.16935941,34.81072496,29.81077432,,
,,,01/12/2017 10:58,,,32.17098715,34.81362986,28.81880765,,
,,,01/12/2017 11:00,,,32.17065403,34.81268553,29.21502011,,
,,,03/12/2017 8:53,,,32.1058333,35.20222222,692.0,,
,,,01/12/2017 10:59,,,32.17009177,34.81239243,30.9611748,,
,,,01/12/2017 11:01,,,32.17235934,34.81383248,31.35812287,,
,,,01/12/2017 10:59,,,32.17094895,34.81367243,29.87122719,,
,,,01/12/2017 10:57,,,32.16943683,34.81208526,27.28688923,,
,,,01/12/2017 10:57,,,32.16909113,34.81193255,27.16529272,,
,,,01/12/2017 10:59,,,32.17009177,34.81239243,30.9611748,,
,,,01/12/2017 10:57,,,32.16972125,34.81347188,27.70335868,,
,,,01/12/2017 10:58,,,32.17107863,34.81330159,28.91599543,,
,,,01/12/2017 10:51,,,32.16935941,34.81072496,30.40255872,,
,,,01/12/2017 10:50,,,32.17005339,34.81099874,30.62659342,,
,,,01/12/2017 10:49,,,32.17238269,34.81336125,31.34185373,,
,,,01/12/2017 10:58,,,32.1706183,34.81359507,29.5231819,,
,,,01/12/2017 10:53,,,32.16935941,34.81072496,29.5264041,,
,,,01/12/2017 10:50,,,32.17117721,34.81160095,30.92205515,,
,,,01/12/2017 10:57,,,32.1688377,34.81174537,26.96056003,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,01/12/2017 10:59,,,32.16902759,34.81191818,29.88889813,,
,,,01/12/2017 11:00,,,32.17095456,34.8128203,29.01169705,,
,,,01/12/2017 10:58,,,32.17081392,34.81363414,29.09810593,,
,,,01/12/2017 10:59,,,32.17112265,34.8133483,30.37432785,,
,,,01/12/2017 10:59,,,32.1694237,34.81210225,30.46032095,,
,,,01/12/2017 10:57,,,32.16889806,34.8118332,27.05751994,,
,,,01/12/2017 10:50,,,32.16988411,34.81092582,30.44607201,,
,,,01/12/2017 10:51,,,32.16949135,34.81077185,30.41870876,,
,,,01/12/2017 10:59,,,32.17094895,34.81367243,29.87122719,,
,,,01/12/2017 10:59,,,32.17092411,34.81275919,29.9988896,,
,,,01/12/2017 10:57,,,32.16889806,34.8118332,27.05751994,,
,,,01/12/2017 10:58,,,32.17107863,34.81330159,28.91599543,,
,,,01/12/2017 11:01,,,32.17232234,34.81407112,31.649353,,
,,,01/12/2017 10:58,,,32.17081392,34.81363414,29.09810593,,
,,,01/12/2017 10:59,,,32.17009177,34.81239243,30.9611748,,
,,,01/12/2017 10:59,,,32.17024205,34.81353312,29.09677085,,
,,,01/12/2017 10:50,,,32.17135803,34.81168874,31.09052557,,
,,,01/12/2017 10:51,,,32.1693985,34.81074036,30.41755519,,
,,,01/12/2017 11:01,,,32.17246213,34.81314408,30.73046077,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,01/12/2017 10:50,,,32.17254565,34.81226897,31.61801039,,
,,,01/12/2017 10:58,,,32.17104345,34.81283802,29.19466822,,
,,,01/12/2017 10:58,,,32.17104345,34.81283802,29.19466822,,
,,,01/12/2017 10:50,,,32.17229409,34.81204236,31.56486002,,
,,,01/12/2017 10:50,,,32.17191743,34.8119042,31.36722975,,
,,,01/12/2017 11:00,,,32.17005165,34.81239779,29.97798054,,
,,,01/12/2017 10:50,,,32.17079804,34.81140614,30.47161242,,
,,,01/12/2017 11:00,,,32.17081209,34.81276766,28.92440372,,
,,,01/12/2017 10:58,,,32.17010133,34.81351418,29.07004588,,
,,,01/12/2017 10:55,,,32.16917019,34.81066503,28.77355504,,
,,,01/12/2017 10:57,,,32.16875525,34.8112991,26.89518462,,
,,,01/12/2017 10:59,,,32.17092411,34.81275919,29.9988896,,
,,,01/12/2017 10:50,,,32.17241357,34.81308168,31.47562003,,
,,,01/12/2017 10:50,,,32.17023774,34.81109834,30.62847276,,
,,,01/12/2017 10:55,,,32.16917019,34.81066503,28.77355504,,
,,,01/12/2017 10:57,,,32.16927107,34.81201045,27.21999505,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,01/12/2017 11:01,,,32.17229584,34.81426587,32.03668528,,
,,,01/12/2017 10:54,,,32.16935941,34.81072496,29.37835116,,
