WigleWifi-1.4,appRelease=2.26,model=SM-G950F,release=7.0,device=dreamlte,display=NRD90M.G950FXXU1AQJ5,board=universal8895,CurrentLongitude,brand=samsung,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
,,,01/12/2017 10:53,,,32.16935941,34.81072496,29.54843195,,
,,,01/12/2017 10:51,,,32.16949135,34.81077185,30.41870876,,
,,,01/12/2017 10:51,,,32.16949135,34.81077185,30.41870876,,
,,,01/12/2017 10:51,,,32.16972842,34.81085805,30.47536044,,
,,,01/12/2017 10:56,,,32.16888141,34.81057059,27.56438271,,
,,,01/12/2017 10:57,,,32.16878254,34.81061687,27.49950646,,
,,,01/12/2017 10:59,,,32.16921658,34.8119993,30.24608018,,
,,,01/12/2017 11:00,,,32.17178367,34.81296628,29.95561659,,
,,,01/12/2017 10:54,,,32.16935941,34.81072496,29.26677254,,
,,,01/12/2017 10:59,,,32.16921658,34.8119993,30.24608018,,
,,,01/12/2017 11:01,,,32.17221892,34.81300884,30.49784498,,
,,,01/12/2017 10:58,,,32.17111109,34.81293938,28.89854761,,
,,,01/12/2017 10:55,,,32.16921231,34.81068175,28.88632121,,
,,,01/12/2017 11:00,,,32.17005165,34.81239779,29.97798054,,
,,,01/12/2017 10:59,,,32.16902759,34.81191818,29.88889813,,
,,,01/12/2017 10:59,,,32.17094895,34.81367243,29.87122719,,
,,,01/12/2017 10:50,,,32.17252252,34.81247912,31.6513231,,
,,,01/12/2017 11:00,,,32.17178367,34.81296628,29.95561659,,
,,,01/12/2017 10:57,,,32.16927107,34.81201045,27.21999505,,
,,,01/12/2017 11:00,,,32.17019625,34.8124557,29.86115092,,
,,,01/12/2017 10:56,,,32.16901232,34.81061952,28.06850525,,
,,,01/12/2017 10:51,,,32.16935941,34.81072496,30.41027705,,
,,,01/12/2017 10:58,,,32.170286,34.81261374,28.98665425,,
,,,01/12/2017 10:50,,,32.17154067,34.8117682,31.18679723,,
,,,01/12/2017 10:51,,,32.16972842,34.81085805,30.47536044,,
,,,01/12/2017 10:57,,,32.16878254,34.81061687,27.49950646,,
,,,01/12/2017 10:58,,,32.17010133,34.81351418,29.07004588,,
,,,01/12/2017 10:59,,,32.1694237,34.81210225,30.46032095,,
,,,01/12/2017 10:58,,,32.1710679,34.81350325,28.86661464,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,03/12/2017 8:53,,,32.10416667,35.20722222,692.0,,
,,,01/12/2017 10:50,,,32.17244003,34.81291471,31.60427366,,
,,,01/12/2017 10:50,,,32.17172819,34.81184058,31.30445033,,
,,,01/12/2017 11:00,,,32.17005165,34.81239779,29.97798054,,
,,,01/12/2017 10:50,,,32.17244003,34.81291471,31.60427366,,
,,,01/12/2017 10:50,,,32.16988411,34.81092582,30.44607201,,
,,,01/12/2017 10:51,,,32.16949135,34.81077185,30.41870876,,
,,,01/12/2017 10:59,,,32.16964554,34.81219884,30.62408959,,
,,,01/12/2017 10:57,,,32.16875023,34.81078259,27.14415548,,
,,,01/12/2017 10:58,,,32.17110087,34.8130834,28.87277115,,
,,,01/12/2017 10:54,,,32.16935941,34.81072496,29.32611198,,
